title,imdb_url,budget,genres,trailer_url
The Terminator,https://www.imdb.com/title/tt0088247/?ref_=chttp_t_220,1-10 million USD,"['Action', 'Adventure', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi1274529305/1434659607842-pgv4ql-1713205535483.mp4?Expires=1713549908&Signature=rdvnbGUuzKJ0dJJJd7mil5UYLwXaad3cvwC1mRE9D9Irt-JdRQLZTqI0EWjFtT7M91iube2QwCFCZyxgMxqEweqY2cXv3qfNkP1PQ6YJI4yDkSJt0wiAj6bDburYzX5LsEOL0F~UmKXcMisBlnb4-HJLzRY3srmy735JV-C1bHhIBSG5i90a0qd3vIYzVSHYJSxRU2BM39SgwwJXxa~U8qJuuiTvAY6Vs1LgSC7fe7DPxbnZoMQDk2RaxMQ5SlOabJ5XnOskHHLUTlw0RTaYqBq513a~ZYM39a4YZLjKytwgUGollY5Zc1ZeG0w6GvFQcnVUxuS6-quPrXR-McZh2A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Passion of Joan of Arc,https://www.imdb.com/title/tt0019254/?ref_=chttp_t_221,,"['Biography', 'Drama', 'History']",https://imdb-video.media-imdb.com/vi2052570137/1434659607842-pgv4ql-1564852292337.mp4?Expires=1713550702&Signature=hVllmsOQgzbN2Cd1olWkdx5eJPlTLl60SAP~DT6qeVmDkHDu-Op0pwlfeWNFVM48uiYqSC7RFgNZprZQBoEbMLtQajEcZVEP4wtFvFjTG-TkdExU8lRmpMvY2l0LV1J4Q3DBKvvthhGjV3pW0WkmHsKYL-XayFGT9XEI5EwR29j2GJ2~zoATqpTIOpaWgxEABfFMZmvde6P-iqV6-FnWqwhhDXsMPFv~l165WLVmyyIVE-PTBmEGdSPDvzrrbk0ozdwhLLeS7wnu40xYlbgLlR8A1Q20SJf~WFYOuXguAyQ-eE4SYqkXjzVvOthkX3MtCoVJhHEy3lAE2bKRd2kidw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Before Sunset,https://www.imdb.com/title/tt0381681/?ref_=chttp_t_222,1-10 million USD,"['Drama', 'Romance']",https://imdb-video.media-imdb.com/vi2813919513/1434659607842-pgv4ql-1564241801997.mp4?Expires=1713550705&Signature=DfjnSUaXjU~EB7295P4o2Q2xdPGt1IqBxzlMqIltiy7M4svPE~6TgCNeHNx9~bTY1sZq5np6RDQNlwFX1tdm2XPpVPZ~0ExOLkU68AdZXkxJLZth1CrwXheZuY9xd6xUSi8VXzkGDXNi9skWEtTvV1u~d3TqrvAy2vxeZtRFxLpfhGR3aemxbOOqSXC5bY9gVP9RSWNGhfK2lNlO1m1CYZPkTBXgv104cJYiPsC-JoVxcR~NTwXJ7oaD2Y0FJU5hF2pQE--dWy6b7Bjb0wZiOQ9Bw4o1401WnpFbB2v-ZBZGpnXlts4PHm5tK9uDeoyrKU-PCuJw~B7tf2OswUZgiw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
La haine,https://www.imdb.com/title/tt0113247/?ref_=chttp_t_223,1-10 million USD,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi1231338009/1434659607842-pgv4ql-1549983204504.mp4?Expires=1713550741&Signature=mf~MUgHi5EWQpPkpYwsZUvCfb1BpqUf2dWDUEJLhFkgn-h3kCDBNcl1EyfrRWHqmwvEfbnr81Ok0TFhxDc9ppv4EFjZRtBMlZ~Oentk2Gu0DEBmXmOiRxS-YlNLbE~AJv33iV1eGbBsb~2Ynzr2Dzu6MkBAs1LltSOzsXcDxS-4lFjmGL4h1qXOE~Xk5PuPs~w8HLqs2oHqE-Wcydz~9~ImtpHCDroLuWbiIn1Z33cJV0AmYEmH3odn6IHydch1P6DKdiMll1B-GHHrhGiiOHW~I1Heo4UMRYLgUo0rQ7Cc7aFSAB~HDTKcRzc9yDnEyuSmzggOICOKlynUe8LFUpg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Best Years of Our Lives,https://www.imdb.com/title/tt0036868/?ref_=chttp_t_224,1-10 million USD,"['Drama', 'Romance', 'War']",https://imdb-video.media-imdb.com/vi730792217/1434659607842-pgv4ql-1563992778363.mp4?Expires=1713550743&Signature=urPix41cTJyXlvZ84GFmZS6bX0qGgPfqsJsraV3mi0W-XZfD3eTv3fU2KOawWklxuJnv413xUs2AoqGn-rggvQVrTbCIkG-m24eWm~r2cDBMDcp37gpykvwCayCI0JW5tiSasb4EetEsPhKogvt7mCc8Gn4Livs~HqUCQOaNjW2VGGq-bPxVRE-zpq-bqh28aywhYfg3t8iF20hzN7ku-31Ts7k0wel3jpCZRk7BUFMNuFFNvu8l58fYgsmeerKR802o1QNbO9lNZlfz9Zezw2oX7z9PPcnQtrtAlxYgmofu18TnVrUQdkflBH6OzrxPmgjMiBc98PthYe9bqsWWyQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/title/tt0325980/?ref_=chttp_t_225,50 million USD or more,"['Action', 'Adventure', 'Fantasy']",https://imdb-video.media-imdb.com/vi2529559321/1434659607842-pgv4ql-1564560711742.mp4?Expires=1713550478&Signature=HJi40txdqXMrJTF1Kg0q11F22Y0t2QTTUKszB73oiZjdASe4KgAfEEc0IfR-I98Ja3MCaYdz6MCkOG8Nx16Wbhp2QGgZh5qeSxYpaxDunEtCCkLKhYpY92mPjZU0L7I4ZXND212Z7zGJvaI2G1dFC8XAphMlup-oHmO-VDJTK2N0rYpnemDNndQflG2hVEbcGViFHGhAvWW0RQQD7gxxzqwEMvaEEdd6zBNCssCliETW1cr9UXuNpZD67hDowjhFG1hQfamGd0yo0r8u2JkDe6jW5PU7wbeuU9gDdKyEvx-iCCxnRXkWLwGwGbsx6kun1XYSfY7~Jm1Y45hhGKg8iw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Exorcist,https://www.imdb.com/title/tt0070047/?ref_=chttp_t_226,10-25 million USD,['Horror'],https://imdb-video.media-imdb.com/vi3987325721/1434659607842-pgv4ql-1632748892880.mp4?Expires=1713550152&Signature=fXvdES4qvD4Lupi~NKyTOPOF-jNldKLs4s~pR3LHkhaid9kb29ZOeukzLKH6AkFMcGsPDU7jDarUiVFqVDCzNHbA8~qe3d73j3Sn2FKcsCwxsDHruVMKhY--1KxjKuQ8Re~72wp7OrZqJtRjl9aO~uW1ImZKXPVrVeHp4AzZsyhp23vTL4yODCVWfTzbhSMtVW4w9gnk9o7gZm8Eo1HjiHfmCWcLBcBcvEEZaSJ2HpFrnewzPyz8XP0DW7rQUdRK9VkNVtEKcpQcn-gRhtsumZjbrV0~lBbkXQ-s1J2ExNC9XlJrVhwntzT62X7fuRDOAUgJSsljqXdxH3SLKQhIsQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rush,https://www.imdb.com/title/tt1979320/?ref_=chttp_t_227,25-50 million USD,"['Action', 'Biography', 'Drama']",https://imdb-video.media-imdb.com/vi1998301465/1434659607842-pgv4ql-1616202708057.mp4?Expires=1713550320&Signature=YuKwYJO93E1ofQHTkCxfWDOy2e2Dy19kPdjSiNA3vQe01jBuEEfGk9M29rCeOa5H0oc9QCv6z9WqAjhMKzwZEBeXkPTjJryvebfSdDJwPs4omGlKSrKr7zRD9BW2~k9c2PZBy3lhZ~PmyOCvM0falrlgfhpDSHQj3W36bkx1IUd8TC1tOGw9OVbT--niitTxnz3gyFXesv6IdNJhqqull4Pvl9saue20ZYnj9NpeJiRTtAiIOD~LDzQwAzFQhl~0pxX8gA9mBGsti0dFZc6EolC4g8TMhi0EUv-MHgSi1YanL7drxKLAhjqTWSbE~VNqYoDFeldWfW5pTt3vyEvfwA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Jai Bhim,https://www.imdb.com/title/tt15097216/?ref_=chttp_t_228,,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi713802521/1434659607842-pgv4ql-1635130567029.mp4?Expires=1713549896&Signature=NaLEbFfEjKWy~F2QT8-q9tVshzBxAjtZ2D1ACpT6s3IEUMPiXQPa4BQdqpo1WdMK8j~0Zybvt2J4oiYfoodUpWohZJV7EelnFL42jE6ub1fwgOSmNdSBcc1L73mlpahOE~2gTMY6Vd2yeOWFDmMhUnW7w~Cz5PBAVPXABvCqnZc~9eBUqOZ~2ltXg-Zz1oEwH2vGs5oTKeDBdNRM7OsEQXH7pcu1NqltFKEJVeSprpzEgv9qoIi22NThxtCf2BT1r73SRaVVRWYFNb7fLkWashZmdkFfvWwgMxzDT9RXTQIsCrzc-3P72D1hzv~7mPSDCtT9nc8EJhm1PbK7QNpYQw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Network,https://www.imdb.com/title/tt0074958/?ref_=chttp_t_229,1-10 million USD,['Drama'],https://imdb-video.media-imdb.com/vi2333982233/1434659607842-pgv4ql-1593712025578.mp4?Expires=1713549962&Signature=VKt1eQufFznsZ9l6oeTp4U2f6XB0MN56LpovKjr5Wxzl6~9x2z~5cDo6-2Q22sUv0CPEpmUP8tJTe8wcq7MMb8NzKSu4jc-Y5YARZhJTHk-chGwfaq2reA8Ls48CzYwwpfVvhz5vNvfAJ7pjgzhhpwDEPT0KeJMQSx7U2gxzjM-iG7lpbG5iE~51fU6h8LZBAhYAGwRppF~RUoMY22gsj8aiSuadincX1RKnwHtLRfP9se5-mpIeZn3TTOHzYKayZ420thiENTO0CEVN9B3jClM5110H5J1isvI05OwbWsP8YVLdrGpovC46f4L2a6y7E-0im3q8JDqAMtyHAsBvsA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Stand by Me,https://www.imdb.com/title/tt0092005/?ref_=chttp_t_230,1-10 million USD,"['Adventure', 'Comedy', 'Drama']",https://imdb-video.media-imdb.com/vi2284829721/1434659607842-pgv4ql-1563855280918.mp4?Expires=1713549924&Signature=XQqqshG0S0LwfTcybyIdRq8uznE42yvWpPTTPlzirXrypO~WgRwAOMizHeVXy5AmB02OF8JxRBzw8SP5-VKOhl9K~lzK3GgKQ3dW~mg8rDrIa2FsZUu-cfgIHwBf-fVy7NmCBriuMlVhPtpAosGMqQsPDkcf6rKiv550oNjoVMv12AHwtbNQ-br1u~hcWrPFWH4wdKr97Ohel76klC7rSCb2x-ybZeor~-HzaM4Gh2AJP1fSU-Y80CS96hgDrHwyZc56hx2ASmNx3a6T4kUpz0fPgLpxRDjrdmZtZG-0LTkUPk0s7W8LLyDqDtzOEeAH1zk0-X1J1pmbzQm9HQEX7g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Wizard of Oz,https://www.imdb.com/title/tt0032138/?ref_=chttp_t_231,1-10 million USD,"['Adventure', 'Family', 'Fantasy']",https://imdb-video.media-imdb.com/vi7784217/1434659607842-pgv4ql-1703869439091.mp4?Expires=1713550790&Signature=jZawIA~TauyZau1sXXFVTR84kz774BZcEkxB1yfJrGGMHE0xzmRdnz0wQS5QyJnhFRbTbHJwRy8WzxIhL7Kx3ewZT1RKUSjqTqxcGsXQtqcpc3d8lYO-0i7eiV1EwaEJ5kSZiPAiEKgaQrB-8pWzwunPzThF-npl-qcr~FisK32pn7m~W2EBJA4J~Nc2yJG07~vs-NUz40O9Jc1tGZaeZ4wD~jMrCFGFYHoHu-~yIbwPehNJpyfdxyR~rnGiNYKiRkvU9YTqUcLT6kuGSknOSoc-KroDa-3IQPCib2ByAG8fAnFmeSxOMl7A3AYbJDnG4D1fmjPVC-5o24Fut3IkrQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Incredibles,https://www.imdb.com/title/tt0317705/?ref_=chttp_t_232,50 million USD or more,"['Animation', 'Action', 'Adventure']",https://imdb-video.media-imdb.com/vi2963250457/1434659607842-pgv4ql-1564219411823.mp4?Expires=1713549942&Signature=bORqMsLPdGDu5Jl9bGvPmz4ggOUXg46BmnN41k6SXvArbXx7REl2sVtjZerIsmwxl1CXCqu1Lfkuu~kSL33w65nAD9pn-lDx2coSAQHcYPRcK~gwX-dHzery~nzQlS1jVZzPvlFDm9vr55NNcPIPppo9l4dbXxegaEBjZtvRPLV-DKI1Sk34JPwKri7SfOSII1UGmyTSNGXncHR~xTjShqSTgXALr2LNaLPd8Ptm3xS8GTrqZeujxJDIgWnVfjtU1zCt34xFhYJU-hG3Aessmdn1SLOwU4cXJH46fcNTIQ79CtriyiFsZXNbh5AykaXxFifE~jlkSR~WjdDKjo3VIg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Hachi: A Dog's Tale,https://www.imdb.com/title/tt1028532/?ref_=chttp_t_233,10-25 million USD,"['Biography', 'Drama', 'Family']",https://imdb-video.media-imdb.com/vi2296906777/1434659607842-pgv4ql-1563701881811.mp4?Expires=1713550051&Signature=RbrhG~lED9~L8PqwwC-Ec6nY5P3hfCkSSEg0nljKDchO4fP7C9G6qJk9nOwM8pGUkUiWG-bVhQ8gX1hsmwMh1cGE35N6uJBWFO4iAYG-leJdEiOloEXMn6xSS2y8ek-Eaz4JSVKO3xJAMdZp9iWz9Csx74HV6H5NOu9IKRaNsgBBV9Y-HIyOrhn27-H98XIQVbQIcNC8mfrJMwJ7HQkdW~3FOKoPN24InYtnzx~SvUszngMPf2x2rdfRBzHGS86vJ6JF5bSLfmmmiWkJVKb1cZnFX-Kaj69QlKGtbL7ewCtK7xGkpjfL1I0DhGUaLdJI21y3DZk3DFEveZlhj-YGMg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Handmaiden,https://www.imdb.com/title/tt4016934/?ref_=chttp_t_234,50 million USD or more,"['Drama', 'Romance', 'Thriller']",https://imdb-video.media-imdb.com/vi3452614681/1434659607842-pgv4ql-1564020645437.mp4?Expires=1713550336&Signature=BHPCwLPLnumVOp3S66cSYEAKKtx~Pm3GpZJsjPhwiHloSaea2KDQ4cjk2NSzrwLdjswMYJeilveT9b1c-m9NGt2JvJXfx~xSPyqXzfTk1M6d-jnhXuI9hOm3QQd0GfACcVqpw3JSzSh-dPY7Z8iAk-M~GkTsu4cemCO7DrHOqnMcmt6N4LxbkhHirsZwMyg7zfhLZ-1FzxkdNbhvEFzqlXDRWTj4l9MY4RDFuLNHymnRXx~eaF1GDTm8ycp4XGpAFTCOUVA17Hr~3DTOU-GtKrRC22-dw4gB5OIFeHM1p75R6gz1urgzRGMnCpO8vwwws9~8vhc~GpKQXQg8P4bREg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Into the Wild,https://www.imdb.com/title/tt0758758/?ref_=chttp_t_235,10-25 million USD,"['Adventure', 'Biography', 'Drama']",https://imdb-video.media-imdb.com/vi1051656473/1434659607842-pgv4ql-1563917827455.mp4?Expires=1713550609&Signature=sXBDFr4zaF6OGI6bR2WdERW7JuuqvkU3pBBLQmbui~mBSbvhbkvf4kHVwsd7SJLZyAw2cW4bwL8krBFTAv-yMdJ77EEIizOLSx0bdP0HcFQsktcPSeuEESwAlcisAtQVjY5tXPXhjWdMaZ4NS~IuqYq63CYl5hOVfSzDpTxnei0EjQbdpW6KgMbr4xS4OS9GwS7uAPqLSoSDlDi5Xnya~L1F1mfZu9t2dL~42NPgdAJ7VsqZVaMDd8F94erf0Mw5awJBaSW33osnvng3wq20A8AHgvpzdi-gR-kxuc1l7lWf97aWmF318eFnRyAB7CPKXIa0PNulp7PXBMQBKH7Q4g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
My Father and My Son,https://www.imdb.com/title/tt0476735/?ref_=chttp_t_236,,"['Drama', 'Family']",No video found
The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=chttp_t_237,1-10 million USD,"['Biography', 'Drama', 'Family']",https://imdb-video.media-imdb.com/vi1567600153/1434659607842-pgv4ql-1563942586298.mp4?Expires=1713550846&Signature=VJp7DiG4Q9iBTo1OoZCUvYPVahtZVE0Nizg~ZhkrH1XQaTNM2HNS5MW1PBnUrOpTBq7ISSb0kPwleGc4r3OaqP8RAFncD7RfpMVKpprVM8pQLRsjpKWfgSGWm754G61blZWg4ZEyOZQa-N9JdGunq6Qe7UTL~IEIM6h3IMY4BrfbPVboBbiMuADMHbG1n5aS652xCPUlubJHHnTMaP6Tq-TS06AtvwQTYApj5suSSVrZ2~r0~O4Ow8aPkL-8ztoOftQQoHFAEql2D0Gj1yV1T-8qghL667uoLOPI93QsMDJq4W06lcDNlSdE7H09nHEQxwFADTDsym~D4gIcyTSiCA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Grapes of Wrath,https://www.imdb.com/title/tt0032551/?ref_=chttp_t_238,under 1 million USD,['Drama'],https://imdb-video.media-imdb.com/vi1686962457/1434659607842-pgv4ql-1563749020667.mp4?Expires=1713550848&Signature=WB27UxyOzybpQFXST5yBcUwBZU-dr1~H2OgF-VQ8P0A1Iv2hVYoM5IaXLpFoEvSYaN3V8C~3KhesIxEFSdxs-10M1uz20AHWKkNPCUg~ipW8Ym7nmjJBsnjU4HE8qif6dXKe6jQsnbEboYpqcu0euhUu6fEQFCsTqi3kArAcjZB76H7NyOJ-634tsIGdcXfDZpjDnesqr9kNw7o9IsviBIXW~OiFPpGuQqIv9fYn4ORr3vbb5I6pk~DBLMLAFeMi9oJj49wLcYftDlH2yLWHSERaMk2UQ7mgyQkf5sSrQEKW0Uv44fdxemcxmQtQz4wLeVv91wVPMYajKY1J3mKasg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
To Be or Not to Be,https://www.imdb.com/title/tt0035446/?ref_=chttp_t_239,,"['Comedy', 'Romance', 'War']",No video found
The Battle of Algiers,https://www.imdb.com/title/tt0058946/?ref_=chttp_t_240,under 1 million USD,"['Drama', 'War']",https://imdb-video-wab.media-imdb.com/vi1365680665/MV5BMjM1NDE5OTY5OV5BMTFeQW1wNF5BbWU4MDEwODEwOTIx.mp4?Expires=1713550854&Signature=NB-hPFrBgcCeWD~~f5qdnk1Zt-oEXY-oo3TPy9jqlmLonufULu6t0s7HCHqtxJglj1vUxzDGOhPRMWC5mm66~X2Qj11fzme2MoMvzBXejjuIi687yF1KnDDB-qnGv4WffgxQvETZqZvCd7kjWVbpC01-WL1WeTCaWZTqyp50ZjGoAUnkk-AfLZXjAkiNWU6kOMDAmLFEd~fMYpmTnqe0ZlLTP12laXJqrfPDImJrd2qglSgoqTVohumaTLn-JpyBCkmDyi1Lw5CsZbogOcrE3pe~rM54kBIXk9LgRy9ZuAkygPwE5brabT9Mv6U9szTMWB9bwA2E-BLICo5vWBEe9Q__&Key-Pair-Id=APKAJLOTGGE6P3RA3PTA
Groundhog Day,https://www.imdb.com/title/tt0107048/?ref_=chttp_t_241,10-25 million USD,"['Comedy', 'Drama', 'Fantasy']",https://imdb-video.media-imdb.com/vi1957600025/1434659607842-pgv4ql-1564098301695.mp4?Expires=1713550857&Signature=cZTF0H-LW3TPbVYc-OVr5v9aUhAiRQOSywWqL~0A3wFodaTiaWVXhHOQ476xj-XTOPCGp~fN88YlUyoT6LtbzLzIepTLzj-liZVqJk6rh8uqDs5VH1A6l-hf~-xgrDBn3g3ZjM3Nwo66SvKoGB9lFVj7XQFvD7acd4vZoxxD2zPJWkwFSdD7eXrLLSe2O5ZLLBwlN-Rc7RgSujXsTEsowRjSptwQCEpMy4TSy9DTocPdzK59-pt-ywD2awwLCFxb7oZKNX3TzO~PPGfluR1eA58xEC2NxZThH9s-mtL8abXFUtn~yePuf5OAAs0Y3xNuFkmw1kjS1AylEsQtB~ZlRQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Amores perros,https://www.imdb.com/title/tt0245712/?ref_=chttp_t_242,1-10 million USD,"['Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi2171189785/1434659607842-pgv4ql-1550253405802.mp4?Expires=1713550081&Signature=YHtTw1FmilDz00QfxRkWNmLBzwAPzSDVhpdDxWu-NIpNU29yHwPtfsree4BCg68PjYUdf2yeKD7aSeGPROyEULPAd-eZuBPedbFc2czoDKFnX6qfKxnn1mPzhYPcPMNH13ZsM5ShroneVKjE7vgvAbFGkHZJbIJCcyC~Rt~jSWUl~uGOzaJdynnRs80387UwlFXEpUUsAnMf-cbQKy~teF0zIceLA0pn5w3F3zCSq8EEGmoKwTP3tFE3sA~xUOJfqBYO8S1iIj1CAipSqT1yF6ssjoWM2OqvA49P~x2JJU2427RqCD6VNTnB6YtwU7hlJ1Gsib02WD2oDVqCCiIjiQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rebecca,https://www.imdb.com/title/tt0032976/?ref_=chttp_t_243,1-10 million USD,"['Drama', 'Mystery', 'Romance']",https://imdb-video.media-imdb.com/vi110100761/1434659607842-pgv4ql-1564571327257.mp4?Expires=1713550902&Signature=RlknSc9XiHPOcRAydqGpAY5MnwXrd-8HIFpeokUyJKXoztVuAm34YulbmZz6p~DDaIch1PVnGsVj8GPhmWlrpLuTH2P4Si5kJxasfF1h10i9~~derQVnMHb4lYPwPadE5TnivXZbzv6Dpcd7whuB8ReEJ2MBFmFdpEmFJ0LY6o8-7OxgQPhNHWngJqU2X8cQ4exMRllGVfm36aD7e0Dm77ihEqZkBlSY8S4MUnbLSRvsRvftl5ahXNWwSyE6-kQumd6itSxs9bLvXqTnA9FZbNy3viOLOHZh-gr0nC2KJ7nXaIqmU7XCXEw0wR6ZcBOsm~AF~S-znh3S4RuBaMKGug__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Iron Giant,https://www.imdb.com/title/tt0129167/?ref_=chttp_t_244,50 million USD or more,"['Animation', 'Action', 'Adventure']",https://imdb-video.media-imdb.com/vi1865921305/1434659607842-pgv4ql-1606954026827.mp4?Expires=1713550905&Signature=A1EGJB5TbsXdQJHHpYFPz5ScqCfdRzDDBrNm-AGwefcGq45tvJ4lMOlzmhHHi~z66qJCnPzPsyl6LbRijk3HxhGjh8wVyQCMv5ElASTo2rODe~roWKu5sNGLOCCeB0zNFctLCCjXhK4BD8M8h06by3pPfy84bsxe2Gcj9jl-iJ-3QaY~rRkibqIJkZUiI33GdGPBz4aHe086YVUy0yxiBAV7kGEVGndpnxWOYXOMwEjLoxSzpCinyBfWTp9WrJSqBUA6HykWnr-e4w5Cc~YOPbu8o82SlHLAndWCOHeEx01lNvSYfRlHIKFJG9ekZai3JybjolJCX5K8GYKfmL6Hsg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Cool Hand Luke,https://www.imdb.com/title/tt0061512/?ref_=chttp_t_245,1-10 million USD,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi3936093721/1434659607842-pgv4ql-1564469434372.mp4?Expires=1713550908&Signature=CvYBsWrxO1jLu~gnH~8CacOOTMAM-v1FrJLtAxxXvlgldvbovLQhSYr3Mv~dENT8Js7qbEe5-JGV26eXGrGsHcbfvp6SbCQza-URJMebVe4iTszG0rrD~Go0Im~Tnkny9GViPHhYl049Dkt2RFPmZN5pPlNP-fW1k-wccEOOuWYtw-PdsseLiXGJHLwebFCGnihT6TUGp6QbPmCatwEdMyEMsfo8lIIxuVdKXA8s00F61c6QSduV7p3hwWFMdhJ~V5aW-7Im-6QPDMkOU2XAS1oHSZUkfvlNnbpB7WL~u9uSsJAMvX8OeAid3RJ~UUg~aYXWfwwvndZ5rvCeNBVJlw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Help,https://www.imdb.com/title/tt1454029/?ref_=chttp_t_246,25-50 million USD,['Drama'],https://imdb-video.media-imdb.com/vi809278745/1434659607842-pgv4ql-1616202569828.mp4?Expires=1713550911&Signature=Uep0YMUbItmqXVRK1UwmFk3CgrJlMD39m6JLhiBTn7Orl8sJyXP9pEi4cNP1ulHdKUJRk4UEMx79IEcAKSCFucluzaNQU6jbHvffjh5eVZC~AZbbo-oC2VWBweLzpD9EGKQdVNhXbXtP5dNEJ5zKOD7qJoR2NBY3Gr9YqaGHOnVavNkdD4RamLUkouLJlcnAunjFE93ip2VfjopTaXq9fnKdaILwd9hLuttrE-b05XvIFP7jy2P0dQ51yAA9WUIzXK2VsU~3JRkW-50Urm8xzXZMmRDxRRquIwLio4FR1q96mbmwAAZ7BXD3L515GPhJeSZnHdWuXXoVJ7cI-z3ZBg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
It Happened One Night,https://www.imdb.com/title/tt0025316/?ref_=chttp_t_247,under 1 million USD,"['Comedy', 'Romance']",https://imdb-video.media-imdb.com/vi3410886681/1434659607842-pgv4ql-1616199160937.mp4?Expires=1713550948&Signature=bhRuf6pFqQZnKiyDh05VT6pv0A3-QZIuA3iPOf~BhYy5drWRn8Tlw680c2QvF4TCfl41mhzwa92aT4K~Hz1cwNqguB6cDV1bZv1cDN0uRbP3QoVbzb57iIUbo6wEJTvWQKb~zQ2vD6demgvhZMpbjbvzWXWK05pHzn2cNgir49uargX5zATqf6z4EXjfriL3DlrVdWfKRR7Kq7tivmtBsCCBYZndj2~YCrHg-j~mXAino1rW-sM3TCGsjnpbsb~cVHmXeB2Tmv9DbaZQeL5WF-R3NEuIMy2P~8vxXv80wf2yEIL2hh2SjVgxd96blQ-7SrAXOleY-r1tVRKQIXO7Ag__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Aladdin,https://www.imdb.com/title/tt0103639/?ref_=chttp_t_248,25-50 million USD,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi677035801/1434659607842-pgv4ql-1580848356336.mp4?Expires=1713550269&Signature=XUbVb98JnynckfVWRbDd35cClM67dOz44CnUeFmp7fiMdiB5cbyM4z1nO325OtAOsTgHxxREuiwgxkfF4WgAEcPR2stcplkYoCaNM1B0GTJxrubCqMeZK9xMpwFEJhUspZ8RQR2WMEgI-l2OR8lcSsO8VHeruEiFTTpaddMIBIrE1ypk5J3ZTwwtrv9jyZUdEfCAfpAexbd5UJiScGYYY4txmxwqg~BfnR2SF02RElzkGhKNaebaPg-PDQLr6~ZbIWlB648o2BseJmaNm3DVeaga7kiltga06Mh9A9LLMOaFPM16uy13vFVbLxkaqj7aDLHeYVA2y0JldnCx~mvj6Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dances with Wolves,https://www.imdb.com/title/tt0099348/?ref_=chttp_t_249,10-25 million USD,"['Adventure', 'Drama', 'Western']",https://imdb-video.media-imdb.com/vi2341967897/1434659607842-pgv4ql-1564518027690.mp4?Expires=1713550329&Signature=uswHqhIxJSMJZqLKoeOgM43x~Z3ZDlbv4KYS5RntqD14a-MT9YoQOxS3820lV-AFd4Xlh71KWiTKCVb8NgnaKGj95KlREkXeLslpw6GYFeZMTY3J8BoCrmh5P8qOW6cuDvDiY1vEVEluoF66UTBVmRwRNfsZqXdAhaC1rzkTX~ywWIblaBtNYg3Cne~6sr0RfBdXzuuvaFo0yh-3ftS4D~qMzGwg3ncZSjsWnnkJhAYLufYPGkRSiXovnUbDjjWvXigpGLyRacqxJc62vwE5qXOqqu6Ng5o1D3i~IAWJhsl9PL6jCsfh0NvuRmEqb13gZvIROJfvlYGAa3SUjZ0d9Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
