title,imdb_url,budget,genres,trailer_url
Avengers: Infinity War,https://www.imdb.com/title/tt4154756/?ref_=chttp_t_64,50 million USD or more,"['Action', 'Adventure', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi528070681/1434659607842-pgv4ql-1523121356094.mp4?Expires=1713548979&Signature=pVM9lvZ-EoHJOnP~E0slVXaj055qgmXTpdxUtgcTBi9tW2ku8Fz9Jfb0QuGa2oNt9AYnb-M4zjD6HaigR4IGgWccwMrP75ATRsHBA1xnDuWdIe37m9-hgbmT86IDWkOqcgnC5XKVsapOC0aUJ594z9ntK3v-foB4BpVpB~fxpKoCSncAQDfHHl9E6vJITGxcCcK6rfiHsBqNm2YyvXsydedg07z5Fu76wqwGHn0F~sdhgukHbCjZXC6x1JvSOcELLGnkDBzXD3HvAHBjybLc1yxrZHW38kb6fzm2955o~~eoPfhANHbOZd4tA~U8wyNnV70QTbE3gxDv2StosO2ATg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/?ref_=chttp_t_65,50 million USD or more,"['Animation', 'Action', 'Adventure']",No video found
Witness for the Prosecution,https://www.imdb.com/title/tt0051201/?ref_=chttp_t_66,1-10 million USD,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi421183001/1434659607842-pgv4ql-1593515498091.mp4?Expires=1713549138&Signature=ZfJJq1yCVRCAbrCF4tEIv6IDBc-Ri-mByhrBvRZjUJGD2SIpBGMrqnDLTjZQxyd4kuti8PDhA7EASAuLjlJbP-nuppfAqXNE2WlR1mNOk2SWPjnizWSK~p6emGbqt4M-JHiivKloNt-8x1DRxukZpUgGa5zexCJ23Sezzj1evIxQWH~eJF8suU4Gclu1jW6PStISwvveZGd7xW40fsZB-bme6pLCX3twbTNl4FMyninoA5nv6yAiH2bD1r0Ge88ZpE0cn1uycJ0RBp8RZH-bH0JEsUBkEYA0Y1KM2sTYPThd-U-fkWW58dYDpt4ty3xUk5qx~hVVZanuG0KYJp0SXw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Shining,https://www.imdb.com/title/tt0081505/?ref_=chttp_t_67,10-25 million USD,"['Drama', 'Horror']",https://imdb-video.media-imdb.com/vi2689121305/1434659607842-pgv4ql-1565975357540.mp4?Expires=1713548809&Signature=qAVPoFB16u~Qc2fxKxFI0O~HVLawR6QetuQKrnzhO94TUB8mClnuLHbAne0qjxXM2kkMXmywFJD3FG1KFDXGZpjDlsRCQZWq~AcGcfNNvSDSOMuuffLQppGXcu1u0CdQZ-601K423bPlBqe8AjFRNxSqG0kwtVzvy00oVblc4d9NoTdnkV2XM~pE26oVZkxH-fvf6sKRqiVBqQsZcVflqnFD1wVj3YU4mLbBrwFLrfVgCk3iVoLY4Yng-q7q71jsouV2sCtHQ6GYl7CsEKu-XaV0~-CWdrjULpnrsbLCQfQPFyzNLk57bB4ztQAC~ltM--dMJOeW8p0r5fcPo3MdYg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Great Dictator,https://www.imdb.com/title/tt0032553/?ref_=chttp_t_68,1-10 million USD,"['Comedy', 'Drama', 'War']",No video found
Aliens,https://www.imdb.com/title/tt0090605/?ref_=chttp_t_69,10-25 million USD,"['Action', 'Adventure', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi368744473/1434659607842-pgv4ql-1564125888284.mp4?Expires=1713548886&Signature=b3Y4G0HklAQlAyRd9RXUpW1MZz2d65gqjXugiw5X9ASt2nk13wv8puNLCqe2GombxLcRnPQnmNlugw5BiZiZRc56ddCgHzu8Jb5mxjbkRqOOUyYQZLUF7GLsS8AMyVw26aN0cXbWq212cpfPcdDC-qzXVsdlzTGfPd9pAqqBngZSf-cJVaonuH8w1cOWX3xF5n83nnmI8-nfc3q--DGJmjY6-Dt40xcISqXm4HL6RNTXzkV-AeHocfr~4n-i481aWirjUM6C0VwjrEZGewV6RZxXgdnlff4SdY4zU69qMuQTrAlkiSUY5ZmbSDR2azZd9yq8ny0HsdejtC3uV3DfnQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Inglourious Basterds,https://www.imdb.com/title/tt0361748/?ref_=chttp_t_70,50 million USD or more,"['Adventure', 'Drama', 'War']",https://imdb-video.media-imdb.com/vi3738173977/1434659607842-pgv4ql-1616202372085.mp4?Expires=1713548549&Signature=fDJpEyEAAeXGTYNbe3Fm6ylkctJcdhUEVTZ9wN4ZCi82ZV7EYUG6R2hhGo2D4ty92Y1okkw4RcCgVox-MoWw8rfjcu7HcKWBJav~DEcG9keOwMbu0AdTp5mJ~Jhu3jeTzLZnvGObSWvuR-BTtn47FMHe6iqJHuim1LpGx96Bhp6CdCA61E0KBI0flQlqvAq5uAN7c5DGM35TrJT3yDW5Ipqq4Q0CRNdKj2m4MnNnKjxUMCgwW2UHwJFkfsNgWQQQxJI3dXy434aZMPL038qMuH7fO91znLNOnJ2st~c8J9zUKvD2HWje~vLE0WzHDCYopM4CzxbA4b5-kEpUNTfFyw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Dark Knight Rises,https://www.imdb.com/title/tt1345836/?ref_=chttp_t_71,50 million USD or more,"['Action', 'Drama', 'Thriller']",https://imdb-video.media-imdb.com/vi144884505/1434659607842-pgv4ql-1632113142638.mp4?Expires=1713548547&Signature=QANw2~zvjH6Syr9qFeiTW8fw-70e1lN5ST8qWIEtGmmHeLHdyEDNWftbzIScvuetjWg8Yx-xdMDYwMZuPM9h985oXlpvAdNB63FvQ7H8qjF6blnHnhwn8P2R9s9KomAaT9QlJLzDw2JqyRXifhLgD0ZQYKZu1agmZeuyZApd7mfEew8Bmu6IvSV5TAaY2M4SG6wLju6~KdOvuW169mKMiQD7OehOH87lnvPuuwF05dCzvV7sBd2CrXQZv065izHHuhFYbPMF7DEGEBOd0PGWuyWsR6CaQbCVYKmRvLCN7E9kAkEGbPA0ARjIDIevfNvL7RIEQFc8HzKb-XWbry4gOw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/?ref_=chttp_t_72,1-10 million USD,"['Comedy', 'War']",No video found
American Beauty,https://www.imdb.com/title/tt0169547/?ref_=chttp_t_73,10-25 million USD,['Drama'],https://imdb-video.media-imdb.com/vi788506137/1434659607842-pgv4ql-1616202357192.mp4?Expires=1713549284&Signature=PmlcwjN6VidYs0ccY~QUXotb1DF0QgUW7vwtRNpq3j2fzXcWD5uUN~XoJkMO4-gkTm3goYowzaPddTypRUvuUsqWI5PWkw~XrcjA-o-7avWfSW3JtIqnhHxD3G~QKhqh13GfLuH80T2xi0E089Im0lA6fUcy7YERrnGny-FRNCQekFQaHGrAtKo2DW1oAamUROIY45DctU5Us-fjDSwKyczpU4FhekUgdAW6tPRQd5SBkgQCWoQCLHtOyVZ4yPU-BcQv8aZi5cVpWn0tPQKVr1tEoVeHqFMyTXczxr-U27eNh8AJw6ht0wxlqOQNHZvtfhzkDug3VMDdDaSY1jNkYg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Oldboy,https://www.imdb.com/title/tt0364569/?ref_=chttp_t_74,1-10 million USD,"['Action', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi3245261849/1434659607842-pgv4ql-1683900511045.mp4?Expires=1713549379&Signature=eT5cJAa2oXdgkKSqrjz2IdcJI3zZGhGzsB1LIyhxoA2Jfg-j2XcMEQhqnwHJ-Wtd-mOVj3y2S0rTJX7OLWp8Y8AikT6flHniOYEJZTN0IRwm5BN4f~xg7Ku3QoUdeyPNPQnHPzxLrEEIBkGIUt0789zylzS~bw-DeotztXzzVJWofoMEU0xttKxUjxOAexVNufz-fFP6htFnVCHrzbHizegOiAPyX9B3zQRiLnhdNas45P~RCPW1AI5UK-RZy-4uNV0Q2x2IYdpqyg2HVscW4yl9EiHHq20IKJ5PY9jjuTLjwQRQr-Pr605owsLjRK1kWxzgwv-fog3NBEFhAEEuwA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Coco,https://www.imdb.com/title/tt2380307/?ref_=chttp_t_75,50 million USD or more,"['Animation', 'Adventure', 'Drama']",https://imdb-video.media-imdb.com/vi4249729305/1434659607842-pgv4ql-1509989696666.mp4?Expires=1713549401&Signature=o8Kl0-q1aH3uHIE~t4cteAqUr7SPA95riE4mb9eYzPLxO0R40dJ87S6ijeh~cbl69KJZMsBKtFMMc3uUYm5pBCuYbTPH59b34m0TktwM~Qe~ZNL4DRUiZ9x58AOuCpI837Lu6-JVX2wsjwOTBG~nFRf8JbTct6jkONJ3W6ca3u88RfTNZG6GuRkfSSvxT2~Cuf5gaNiheEJaFEMNND6bGnW6OsaSOxNNNBvEP0gJpbCTJPi19JXybUksJooGXCEH0wXP~OOxsNyHZqj7iC-xxQg5BU3wi8t-NIxiH1a6KmsH-qusqIpJUMvvZWp2b8Djk97oBUcYolleT2bcCZgOVA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Amadeus,https://www.imdb.com/title/tt0086879/?ref_=chttp_t_76,10-25 million USD,"['Biography', 'Drama', 'Music']",https://imdb-video.media-imdb.com/vi2535496985/1434659607842-pgv4ql-1564471972600.mp4?Expires=1713549431&Signature=A1ygNTbcKL1SLlEsfFN82LcLgyam4nivJtljc1XxS1Q-7rn-4JTxli~7tQQraykMt5E-yPbQfWIoTKzYvCnSn287T-XnqWUky1EJV~OXmrgCVcudTdtwOqdJuU2RowEO9ZnAw-fuRcNexskLPQM1vQjc6WwEX0ST7nrEHuWZL7i7qDISQpCb~5EdNKm8f12T5glktsXV63K0SNs0RKXqvQL~7ulpiEGq~-9jEH3iKJkvbAB6tOM8IzQ-PvS096wY3AKlzjOUhKg072pREg7Bw9sQDJI~EHE5Pk3CIaPi4h62iJIKsBVydPvm~Qp-Lv4GcwJ7M8IU~sz5faN2Gtom7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Toy Story,https://www.imdb.com/title/tt0114709/?ref_=chttp_t_77,25-50 million USD,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi2052129305/MV5BNjQzMDM2MzQyNV5BMTFeQW1wNF5BbWU3MDI1MDk3OTY@.mp4?Expires=1713548658&Signature=NRdQCf55uI2NAcIPbliBSoG12OVYXfOiN0amJCAnbjTi~NmiuTNhz44ty00aXCf4gHGCy8FhpAVDtY20jmQ7xkmvfbFQNX44nHlZnZGpzqSJ-oX7YHuo~foavaLVPsE-nGWP8PY2FKqYouZ~mvNTI6~NoQF8L4LWsWzqmhJkGsvmSpITciXQj0Mt0MhU4kghTiDtZBRGreivWUY84u~O-C9jMjHejoVDnp6AowSUd0ean-Hq3~HJLiIxlPThl74L7LUEW1nobAT1v2e8IZrwIXa1o-h8BF9Ita2Ip7Xo0BOwAMg2d1GixI7czgsI95GnpUb7yrjjPQiXmfkCqN2jJw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Das Boot,https://www.imdb.com/title/tt0082096/?ref_=chttp_t_78,25-50 million USD,"['Drama', 'War']",https://imdb-video.media-imdb.com/vi4153458201/1434659607842-pgv4ql-1584464604857.mp4?Expires=1713548749&Signature=Bt3dgGRh9BTUwVb-sI-B1dUlDVuOkyPS7l4YGjQyTM9zwlUEi255NllQszr48yxH6kgKiCl83~LouCDqfoqquE-Ldis4K0O-AvWm7Fx6OYF3blMhMINDRN5b~Pso1k0mkiXQcgfDH~coQK-KYVpDLPMyJprCVbulu84~WTYCjPCU8Z~SPKevS~HMfeQa13LzQSeLDV4PBglXUuGRxCDqAVtP5ZM9Leb7lL7O6POgr8hGNCF7gLjltUGR4fmazEzjPbw7GHZhocoM09ol7bY1yKkYrIMUX~nbWcd2E~sdIAC9Q~816a25idmIp1dVaPUXuHLjLQgmj6YhIcIWeHcLcw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Avengers: Endgame,https://www.imdb.com/title/tt4154796/?ref_=chttp_t_79,50 million USD or more,"['Action', 'Adventure', 'Drama']",https://imdb-video.media-imdb.com/vi2163260441/1434659607842-pgv4ql-1556354704370.mp4?Expires=1713549442&Signature=auDW71OudM2ckCiFpuczm3f3pJxL~MwWRcZHIfvTbc4Hx-Q5rdB8r8UylwR3yib-kOTr7ORbNXW2R507XANbz42Oncm1E3QLHh4uPnu6yxGiz1UJDGscueR2HPTvMLaK0oabKc12oe2xJFfp-6k26vz~V0kxGlJiNBziNgAU-sjBZS~Mh1CYfr23zbB2yAPt1AlSShqSYhfpsifqS4Ioytp-cvICkoBtKNyI0m0gbwNnalp7HC11ZNFmrkbQ7ACVeaExUwH7Y7pCvv3HItHK9S5ueERUOmDK0y8ih73MC~xiimvFLLkxKiGBtLO6djMDxF9Bs9sl~BH4Ux71qYL6ng__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Braveheart,https://www.imdb.com/title/tt0112573/?ref_=chttp_t_80,50 million USD or more,"['Biography', 'Drama', 'War']",No video found
Joker,https://www.imdb.com/title/tt7286456/?ref_=chttp_t_81,50 million USD or more,"['Crime', 'Drama', 'Thriller']",No video found
Princess Mononoke,https://www.imdb.com/title/tt0119698/?ref_=chttp_t_82,50 million USD or more,"['Animation', 'Action', 'Adventure']",https://imdb-video.media-imdb.com/vi2563293465/1434659607842-pgv4ql-1605705895521.mp4?Expires=1713549479&Signature=KSyakhInAq8nX57k8jX7g6cMOGqRV0MZEm840aZ-fHCZA76xBya47hrLALTyfnkFb3i6eP3Ds4mW~IO8JDYgs-6jSJdXEphSd-NCGT~0oIVRDr3k2h21ayLztk86wWlO0DU6ip0FZ7JZk~uUX3jEaFQ80VHJJWtaG7pU1rl2pVvUQ9YkXuzsY~E0bjpKDXrs3HBTKYrgSJOHPlhZiYKNHKuMAs8FFyxJK8u1hXZNUzuhD3sqL8UuO605kdvUBIdff4qt7DVaKVLZiOUR-WaAgjAuRHOnw4z9QdBGZUw~681ayt5ab9vhBL7lXLct1viEdOZN6iLdF9tdIPN-KLrLxQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Good Will Hunting,https://www.imdb.com/title/tt0119217/?ref_=chttp_t_83,10-25 million USD,"['Drama', 'Romance']",https://imdb-video.media-imdb.com/vi1281211929/1434659607842-pgv4ql-1597770213160.mp4?Expires=1713549481&Signature=B1-InvgmmGq5IaClaoRi2E9oZOvmGO5MSNJgfSIPuNLL9dAMs-mW5iR5t15xxIH1OQWXrWEbbt7QLCsmBmbTLWbSO9PR9-vS4fSGDLcUonD~7TG5LotgOoWDfTOYX9k2HBkIM7knGIBjCACjLTjgDEewHhwQt9gd5wMOjXL9lDvi~x-GfnUm7rErzBjUm2Ng8IsgNTeM~dbTrmhkbsSM-pGtvMSx7RhHQjYMw~TbwBe9tPIOPFrt35I9YZKGDPfGznUh67p19M629e8UEDent9f99SVhPl8eAEkDJZKL8xS5Ph7QBm8x2D2VoAXdwHRpDr3pbeqyXln6ht01vHZ6nQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Your Name.,https://www.imdb.com/title/tt5311514/?ref_=chttp_t_84,50 million USD or more,"['Animation', 'Drama', 'Fantasy']",https://imdb-video.media-imdb.com/vi1705097753/1434659607842-pgv4ql-1563607790143.mp4?Expires=1713549361&Signature=TJKkq2U7Nu9BjNc186pYA460vCTdg4vxBWvYjhXD2qzBI62jfqLcIFCoQc8~YvtDNP4137URGCEX53I0YcRNv0KyJ3FIyKjRQdlk8yhQWF~sBp1NXerj1QqsFWm9aYIg120JFV13s-2nRULhm83jJtJtYi68QfC0hSIQWubSlRJwUF4d-CPOrRKcDLH92w~Tngh4vjI4f08NIhWsIkrDaAlQRZE4xMKHm1bfZc3wodbpkfcOsAe-RHP~fPC7Qrzpr9ufMPm7BNS5QX1j1NY~z~fg9HVlZQvn2EFGyu-Vy-RvM-BuJAxTAnOxWmTuqjVBjpN6MdAKAjO1g5kATEGsbA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Once Upon a Time in America,https://www.imdb.com/title/tt0087843/?ref_=chttp_t_85,25-50 million USD,"['Crime', 'Drama']",https://imdb-video.media-imdb.com/vi2777395225/1434659607842-pgv4ql-1564167155574.mp4?Expires=1713549486&Signature=enICH4VjH4H9jU28v983QwxEhP5w-1GANTZqpXjVWUYdp0xVgMkRwpaWrrVR4fgT7JbFZ-47dp1ah3KsZo9okHaMW4731VM35y2iz40-TZK7jJPnwOP2kMB8ZOvKbIQguKoVtOVNd9IFeqc4UGJMh1y0Efg7WKJeynct9~miMn--8H8k4ccefdYr9qsoUXYDDm5ilOaNHBssNKWhfPo6aESG4ta2D0PwrJLe~UC7tC3Py4O2tZPOZE37Z5rQDGzrsdD-A-LSb1lbaH3CwkIrdbGFqNTWB0FuesYMJb6-pdYQ84PXYnOP5UaIb00qesuB1pv-eFc~9O5v5EsiIwlbJA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
High and Low,https://www.imdb.com/title/tt0057565/?ref_=chttp_t_86,,"['Crime', 'Drama', 'Mystery']",https://imdb-video.media-imdb.com/vi2921184793/1434659607842-pgv4ql-1593716777927.mp4?Expires=1713549517&Signature=TlycsxdoE-JP8OVuJoXdIZ~~49Kh6VpWwPHsqXPRCxzm7-zIrlNRbL1AM9TFJkrgaEKqnXZq4RPQFbuiw3eL-OCXh0TWXPLCv4qMj7UcpAfnCW7dk2a2Wv4PhG5mkCpJzhoQvUINXvilSVuFuiNEZwbDiONo0yee3DHzf2m5ZeNsXvV8bZUFgnAn3EAV7K1f0mV6ou1YycTf-fk5O3CZ3wzwFuGhDblfdYfig4~fn~M~UEtWOwoE5qFtWrg3BzbdMze-FWWlrC7INGb9PNwlP9fL2AC-dVcPIRvHyKEP96wD0rFEGQj~2qz-P-MfgrVoenaDS6tmhx5KnzlMArGwQg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
3 Idiots,https://www.imdb.com/title/tt1187043/?ref_=chttp_t_87,50 million USD or more,"['Comedy', 'Drama']",No video found
Singin' in the Rain,https://www.imdb.com/title/tt0045152/?ref_=chttp_t_88,1-10 million USD,"['Comedy', 'Musical', 'Romance']",https://imdb-video.media-imdb.com/vi2086470681/1434659607842-pgv4ql-1616202994632.mp4?Expires=1713549522&Signature=E8pbeQ2MLwaqaOvV7wfLsra~RHuCdL68L7W54LKytTtncdqZGSQCTedCA0yGM1cqz9S9IlXJZL4CLijzwYrM9njiwyCU1gOIk2NJbXXomb4jGyX0Jrj1stLZt3MpWvQ440-POX6CknaFAvud40JXwWB1q9IWxuf89Ze1z-PYPfORY9pMFP9oHOnKXjpBRbPJ4gTnBicQ6-tEpVRmMpct~c92umeMa9-FEVqkifml5N6tZpTF6S9Ethyc3GX2U~cZ9GnIQez9FnWp0nvivlEt11VCalIwsCxpbfnHbMrG96x4gOVyzuS9gSAkCvM5nZh67Ng5W9qh9eqquh1VOXrRTQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Capernaum,https://www.imdb.com/title/tt8267604/?ref_=chttp_t_89,1-10 million USD,['Drama'],No video found
Requiem for a Dream,https://www.imdb.com/title/tt0180093/?ref_=chttp_t_90,1-10 million USD,['Drama'],https://imdb-video.media-imdb.com/vi2156069145/1434659607842-pgv4ql-1563544118857.mp4?Expires=1713549072&Signature=VRc5ymeJZ82zn5vVdHXrnSgI5bCF-o1HX1izUKdmD9k33V56JaZEPs1W-Tbb3fEHj7QBEuAh-tZdgHJHyaCAL7K86A3q7FWlPCxv5zXhA66ep6IkCsnxeUNOxbFMNRiHhCZgSJpWTdCAV5CPM6Vwpiv6F3JHs4wsZarGvqFMMbY6frlyyH9GFjQaETNM76WZ24d1srPb9M1nKhm9dQejqR3RcyNFb7kBDEmnqtx8HaFgE3Qib1HfS0glwPhu8~xhOnRj8sLQ8c5qE7~UXMsDaeHbqKDoU3ESmNdkw2px4I-4xShGm~spPlGQ7hdhHM-vLnidmca9-Nm2mSTmm6Cpjw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Come and See,https://www.imdb.com/title/tt0091251/?ref_=chttp_t_91,,"['Drama', 'Thriller', 'War']",https://imdb-video.media-imdb.com/vi129958169/1434659607842-pgv4ql-1564134907107.mp4?Expires=1713549528&Signature=ed9EX7bc7PocfJc3GqGvZW1TUGYvHoJOfNoNUcjAiIvTgqmLcftCNTB~o017118KKHDwctfCWW0JdBdzRaONjQc-y1qDxACv~agRmEPofwUjDEBLn1nCbGXgUgHtWvGGr4NeZsqessauKn63xZnyzQJNE50U9~mvo5yHViGaOOh6pA8YH1n7L6aGMC89gUEaXMZ4baF-A-I3AGdS5Rn~Z7s9MLH5aOZtJtwBlpTILmJXM9R48uHT96KabP8184f1dJMV4CawfC0wNWE4W6SGeK5Kds48SEBHjSqymXmrgUUYWdrAL~O24WZWVP-9doW~BDk8VBRKWxx3dIM4RnVgMg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=chttp_t_92,50 million USD or more,"['Animation', 'Adventure', 'Comedy']",https://imdb-video.media-imdb.com/vi3676898329/1434659607842-pgv4ql-1616203302774.mp4?Expires=1713548907&Signature=lR8Bj0kj6tLzIMvX1CYJxCfrCQd5ara4JYZzpVgRIJPehaCypCBref4zMnNw5dRagRpJYEB0Ut72AioGezaFbn-fl5hnyRD4ITNc~Gs~T~sXxQ4BwjaQr4Ss8eypKeVW2h2v4rguKCQ97QIA1DKmXzMde3I0YmrN-tnNq-A7tWO1nPj4fBSmAWvOFp8THdObjX8ZJ5ssbraSkEU3fIFkPlj4kOtI72RRphGU0IXDNL8G5Avhx70uwaJECYZXyFDu0of-J-SBSIv3e8hpz5aQFZBFjBPXY8it-ypF~0gTK9B1rcEtzxqgnrjSzWT8J2j-NnQU-2cmESIrJujk4cyvbQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Oppenheimer,https://www.imdb.com/title/tt15398776/?ref_=chttp_t_93,50 million USD or more,"['Biography', 'Drama', 'History']",No video found
Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/?ref_=chttp_t_94,25-50 million USD,"['Action', 'Adventure', 'Fantasy']",https://imdb-video.media-imdb.com/vi1702936345/1434659607842-pgv4ql-1569604579809.mp4?Expires=1713549573&Signature=jPCZ6dcd2W8CC27wT1fjLiQ5X7OoYiBux6ery5O1BylEOik-2VZaREkqRMOe09x8y6Pt518XFPmTFcwGAjaa2VBuYZQx433LcmCKudziH~5lup-M6GwlpQf6FKuTUyR9sOZlZ~1vi-aGtAXtkOM0Dy6-klYcXOvl--4sDEnZ98tZk3YwjUCNwksy2mydq9-SVlCSB3JeLAdATHun31kBfLZOcqcBMsFU30UGGrttonq2IraFXB6V8KSjDyauJd8VnseKOTHJOvjsVK0VbOGtwsbSyVtB3VUPjhPFgUD2P9pIJWfZ3eDEqVIZWErdPHk2cMarLZNAiQNueOkBxcOXkA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/?ref_=chttp_t_95,10-25 million USD,"['Drama', 'Romance', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi2292515097/1434659607842-pgv4ql-1564107806804.mp4?Expires=1713549342&Signature=JgoN2N8NkrZCXVI3RNvS2VLen7ldfKwYPo2ZsklzHK0FIXlG77jn8plb-CbRdYbSXtx6P8w0MGVjALewB0xzK-02AT6ubNuk15RocEzvd17ThfJbneXmNFvo6liJ6e~IsZq0R0-Zm~rtoSNREUJOcqACGkdXyHul1IeFCzyrT9agCyhmL-MFlCB4jHGHgedAjKddKP6B32v63JAvXyZ9SwPR1YhJJWEXzrpDcpyNEkLP6WfEkgn5YLLCPg5ElHalb7mq0q4BO43eZ0i35mg4LTzeO0oEpyP5H9~tWZGeWJYCrtiBn3r2nF8uDdgbLZ~3z7M4YvL2hOyiF5QtOqP33g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Hunt,https://www.imdb.com/title/tt2106476/?ref_=chttp_t_96,10-25 million USD,['Drama'],https://imdb-video.media-imdb.com/vi2244519449/1434659607842-pgv4ql-1616202358043.mp4?Expires=1713549615&Signature=lRw3uOp4CO8WH3j6Goo8qtZ1bPu2dZtNs9Ef2SuJ6iDcXvCzTURZg~8xqTVWUmkohMCKBpgzlCwXdo9Q4A29VyxrKlsh~y8X7R0Kvz8RewB2vhtwrJHR~-zkKpmj0koCm2yyl1ycj-rtENxGhuhUVpAc8nWzoW-sPAUtOzu3IJQsgeCIGXJghyS64ifiwI-EbhQOuMSojxWjW-tGkWJ30rzaCDrDsQFxu-j8ZKVLwBvurKZ-ZfIy5IiRUVW~C-Sl9WARH~WatRtsqbfj-IXdtpIthWx6awWXBEvnaq89E4WL7w-trAgoPddd1KwHv-ucmbwdM62sgslIvjvum1JGdg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/?ref_=chttp_t_97,10-25 million USD,"['Adventure', 'Sci-Fi']",https://imdb-video.media-imdb.com/vi2674767897/1434659607842-pgv4ql-1524260381054.mp4?Expires=1713549618&Signature=Qksbe2UGD2CBojNupJGtG7MIY08Tq~ZHBnd7Nw9Y1TbSpLQvTQG5u6mKNyK-luh6667SPa7mIguuwWvRxu3XmcDAzAuE3ZRTcpCN9vIBqaxAbgeaiPlTcPL6pZz09klZe6iWMG0R7KCKC098KOJNEKw5J4CjXL~FcEu8Ag2UJdbCY1~ywKbNinduGyW1aKww-9j1f23L2H6fYqHko8jdMP9-zwAUougZpPbW9c43LYAOSBZLaz1ixqzLUESAuNcWTy~wO3xTPN8f~Imu9GkUz5hQMi5uCN7dSbJqB5L4TiIKxRyD1eYavoQkSpaSwvXgEvmCwt69yUwb8~rijSX72Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Reservoir Dogs,https://www.imdb.com/title/tt0105236/?ref_=chttp_t_98,1-10 million USD,"['Crime', 'Thriller']",https://imdb-video.media-imdb.com/vi3028484377/1434659607842-pgv4ql-1563527574320.mp4?Expires=1713548854&Signature=u5WeHuDT2GpNgSSwWR1FXuimNdTQEEfdLS6tOaR5GbBUfrX2jMjjbzKU~nr3xSmUvifG2P0er8wWe8nW12Dg~hiv5QYS-3b9WcgWUp-D3dm~UL-AecZ-JSs3T7SgRf7y4rswUtHaVukk80Ke0iP-83EVsMbAdR~IB8s0EsxL9L1AYlzUZiSBbX0HamyBSxcU8lwAX2rG~XKPBesfPisiPo~jPXgcoe0LhOu~H4cf2cSpaywpD-T5YP0i6pUbvugNQn4iqjV1wDwvZYrLck9ivH8P4~QipYj6XYLVw3cnU3LnBeR05phcEky75z8Y3L7WurplEiM~Ee2q02-4FIvl1g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ikiru,https://www.imdb.com/title/tt0044741/?ref_=chttp_t_99,,['Drama'],https://imdb-video.media-imdb.com/vi626900505/1434659607842-pgv4ql-1597765349270.mp4?Expires=1713549657&Signature=A6gMb4r9U3sEvR4ah42O3LLHpqU20NnWpDAqg-226b3y5jHCcGc4nxm6tP8MZCCGELwexiafu-33f7s339-C~KqpX6mM7xSntjJKUUgmiQFAq-d-kQ~cl4hURJXY5WKqebVGuR0S2rymDiL41Bf68KueRTivPOXQz-iHmnIAb7DBdwdr1q3GPd-dcqOEYMhT~6YozKakx5Mo8wEhr0rSM23~jrb1iRA0tNlPXUIBIePzQ1AW9YgWRf6PAz6Pdua~qfOGtXiu-cI7NrmiPlBB6lxqrJBRR8lQ~DIcT6qXGc7czv9Vw4hqDrMItPn85aRWZjP6~EEB9aVR0Sfu2dWQ1w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
